Stationsparameter meta-information: 29.08.2012
"station_code";"type_of_parameter";"parameter";"component_code";"measurement_start_date";"measurement_end_date";"measurement_technique_principle";"measurement_equipment";"measuring_time";"frequency_of_measurement";"remark_history";
"DEBB006";"Gaseous air pollutants";"Toluene";"21";"20010109";"20021231";"Gas chromatography";"unknown";"daily mean";"n.a.";
"DEBB006";"Gaseous air pollutants";"Non-methane volatile organic compounds";"32";"19930501";"19980330";"Gas chromatography (GC)";"unknown";"half hourly mean";"n.a.";
"DEBB006";"Gaseous air pollutants";"Methane";"41";"19930501";"19980330";"GC-FID";"unknown";"half hourly mean";"n.a.";
"DEBB006";"Particulate air pollutants";"Total suspended particulate matter";"4";"19921201";"20021209";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB006";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"19980201";"20021209";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB006";"Particulate air pollutants";"Particulate matter - PM10, second measurement";"5";"20000101";"20021231";"Gravimetry";"unknown";"daily mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Sulfur dioxide";"1";"19920901";"20090202";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Ozone";"7";"20070131";"";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"20070131";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Nitrogen monoxide";"38";"20070131";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Nitrogen oxides";"9";"20070131";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Gaseous air pollutants";"Benzene";"20";"20080102";"20081231";"n.a.";"unknown";"daily mean";"104 days/year";
"DEBB007";"Gaseous air pollutants";"Toluene";"21";"20080102";"20081231";"n.a.";"unknown";"daily mean";"104 days/year";
"DEBB007";"Gaseous air pollutants";"m,p-Xylene";"464";"20080102";"20081231";"n.a.";"unknown";"daily mean";"104 days/year";
"DEBB007";"Gaseous air pollutants";"o-Xylene";"482";"20080102";"20081231";"n.a.";"unknown";"daily mean";"104 days/year";
"DEBB007";"Particulate air pollutants";"Total suspended particulate matter";"4";"19921001";"19980330";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20080101";"";"Light Scattering";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20070131";"20071231";"n.a.";"unknown";"half hourly mean";"n.a.";"";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"19920901";"19980331";"n.a.";"unknown";"half hourly mean";"n.a.";"";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM10, second measurement";"5";"20080107";"20081231";"Gravimetry";"unknown";"daily mean";"every day";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM2,5, first measurement";"6001";"20080101";"";"Light Scattering";"unknown";"half hourly mean";"n.a.";
"DEBB007";"Particulate air pollutants";"Particulate matter - PM2,5, second measurement";"6001";"20080107";"20081231";"Gravimetry";"unknown";"daily mean";"every day";
"DEBB007";"Pollutants in PM10";"Lead in PM10";"5012";"20080111";"20081231";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Cadmium in PM10";"5014";"20080111";"20081231";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Arsenic in PM10";"5018";"20080111";"20081231";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Nickel in PM10";"5015";"20080111";"20081231";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Benzo(a)pyren in PM10";"5029";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Benzo(a)anthracene in PM10";"5610";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Benzo(b)fluoranthene in PM10";"5617";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Benzo(j)fluoranthene in PM10";"5759";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Benzo(k)fluoranthene in PM10";"5626";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Indeno(1,2,3-cd)pyrene in PM10";"5655";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Pollutants in PM10";"Dibenzo(a,h)anthracene in PM10";"5419";"20080111";"20081228";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB007";"Total deposition according 22. BlmSchV (bulk)";"Arsenic";"7018";"20070131";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB007";"Total deposition according 22. BlmSchV (bulk)";"Cadmium";"7014";"20070131";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB007";"Total deposition according 22. BlmSchV (bulk)";"Nickel";"7015";"20070131";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB008";"Gaseous air pollutants";"Sulfur dioxide";"1";"19950901";"19980531";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Ozone";"7";"19951001";"19980630";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19950901";"20001010";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19950901";"20001010";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Nitrogen oxides";"9";"19950901";"20001010";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Carbon monoxide";"10";"19960801";"20001010";"IR-Absorption";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Non-methane volatile organic compounds";"32";"19980101";"19991230";"Gas chromatography (GC)";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Gaseous air pollutants";"Methane";"41";"19980101";"19991230";"GC-FID";"unknown";"half hourly mean";"n.a.";
"DEBB008";"Particulate air pollutants";"Total suspended particulate matter";"4";"19950901";"20001010";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB008";"Particulate air pollutants";"Black Smoke";"6";"19970201";"20001010";"Reflectometry";"unknown";"3 hourly mean";"n.a.";
"DEBB009";"Gaseous air pollutants";"Sulfur dioxide";"1";"19920101";"20021231";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB009";"Gaseous air pollutants";"Ozone";"7";"19971209";"20021231";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB009";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19971209";"20021231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB009";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19971209";"20021231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB009";"Gaseous air pollutants";"Nitrogen oxides";"9";"19971209";"20021231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB009";"Particulate air pollutants";"Total suspended particulate matter";"4";"19921001";"20021231";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB010";"Gaseous air pollutants";"Sulfur dioxide";"1";"19920901";"20000330";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB010";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19921201";"20000330";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB010";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19921201";"20000330";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB010";"Gaseous air pollutants";"Nitrogen oxides";"9";"19921201";"20000330";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB010";"Particulate air pollutants";"Total suspended particulate matter";"4";"19920901";"20000330";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB011";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910201";"19950504";"Conductometry";"unknown";"half hourly mean";"n.a.";
"DEBB012";"Gaseous air pollutants";"Sulfur dioxide";"1";"19920901";"20011231";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB012";"Gaseous air pollutants";"Ozone";"7";"19951201";"20011231";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB012";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19970301";"20011231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB012";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19970301";"20011231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB012";"Gaseous air pollutants";"Nitrogen oxides";"9";"19970301";"20011231";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB013";"Gaseous air pollutants";"Sulfur dioxide";"1";"19921201";"19970430";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB013";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19930201";"19970430";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB013";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19930201";"19970430";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB013";"Gaseous air pollutants";"Nitrogen oxides";"9";"19930201";"19970430";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB013";"Particulate air pollutants";"Total suspended particulate matter";"4";"19930201";"19970430";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB014";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910101";"19970331";"Conductometry";"unknown";"half hourly mean";"n.a.";
"DEBB015";"Gaseous air pollutants";"Sulfur dioxide";"1";"19920101";"19941230";"Conductometry";"unknown";"half hourly mean";"n.a.";
"DEBB016";"Gaseous air pollutants";"Sulfur dioxide";"1";"19930101";"19980430";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB016";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19930201";"19980401";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB016";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19930201";"19980401";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB016";"Gaseous air pollutants";"Nitrogen oxides";"9";"19930201";"19980401";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB016";"Particulate air pollutants";"Total suspended particulate matter";"4";"19930901";"19980401";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB017";"Gaseous air pollutants";"Sulfur dioxide";"1";"19921201";"19981230";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB017";"Particulate air pollutants";"Total suspended particulate matter";"4";"19921201";"19981230";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Sulfur dioxide";"1";"19950901";"19980430";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Ozone";"7";"19950901";"20010315";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19950901";"20010315";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19950901";"20010315";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Nitrogen oxides";"9";"19950901";"20010315";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Carbon monoxide";"10";"19960901";"20010315";"IR-Absorption";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Benzene";"20";"19951201";"20010315";"Gas chromatography";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Gaseous air pollutants";"Toluene";"21";"19951201";"20010315";"Gas chromatography";"unknown";"half hourly mean";"n.a.";
"DEBB018";"Particulate air pollutants";"Total suspended particulate matter";"4";"19950901";"20010315";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB019";"Gaseous air pollutants";"Sulfur dioxide";"1";"19921201";"19950509";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Sulfur dioxide";"1";"19930901";"20000630";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Ozone";"7";"19930901";"20000630";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19931201";"20000630";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19931201";"20000630";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Nitrogen oxides";"9";"19931201";"20000630";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Carbon monoxide";"10";"19930901";"20000630";"IR-Absorption";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Non-methane volatile organic compounds";"32";"19940101";"19960930";"Gas chromatography (GC)";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Gaseous air pollutants";"Methane";"41";"19940101";"19960930";"GC-FID";"unknown";"half hourly mean";"n.a.";
"DEBB020";"Particulate air pollutants";"Total suspended particulate matter";"4";"19940101";"20000630";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB020";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"19980201";"20000630";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910201";"";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Ozone";"7";"19910201";"";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19910201";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19910201";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Nitrogen oxides";"9";"19910201";"";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"Carbon monoxide";"10";"19910201";"20080108";"IR-Absorption";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Gaseous air pollutants";"total gaseous mercury";"4813";"20020318";"20031230";"n.a.";"unknown";"3 hourly mean";"every week";
"DEBB021";"Gaseous air pollutants";"Benzene";"20";"20050107";"20081231";"Gas chromatography";"unknown";"daily mean";"104 days/year";
"DEBB021";"Gaseous air pollutants";"Toluene";"21";"20050107";"20081231";"Gas chromatography";"unknown";"daily mean";"104 days/year";
"DEBB021";"Gaseous air pollutants";"m,p-Xylene";"464";"20050107";"20081231";"Gas chromatography";"unknown";"daily mean";"104 days/year";
"DEBB021";"Gaseous air pollutants";"o-Xylene";"482";"20050107";"20081231";"Gas chromatography";"unknown";"daily mean";"104 days/year";
"DEBB021";"Gaseous air pollutants";"Hydrogen sulfide";"11";"19910501";"19940930";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Particulate air pollutants";"Total suspended particulate matter";"4";"19910201";"20000113";"Beta ray absorption";"unknown";"3 hourly mean";"n.a.";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20120106";"";"nephelometry and beta attenuation";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20110108";"20120105";"Light Scattering";"unknown";"half hourly mean";"n.a.";"";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20031115";"20110107";"Beta ray absorption";"unknown";"half hourly mean";"n.a.";"";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"20000101";"20031114";"Beta ray absorption";"unknown";"half hourly mean";"n.a.";"";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM10, second measurement";"5";"20010223";"20041231";"Gravimetry";"unknown";"daily mean";"n.a.";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM2,5, first measurement";"6001";"20071205";"";"Gravimetry";"unknown";"daily mean";"every day";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM2,5, first measurement";"6001";"20020101";"20041231";"Gravimetry";"unknown";"daily mean";"every day";"";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM2,5, second measurement";"6001";"20120103";"";"Light Scattering";"unknown";"half hourly mean";"n.a.";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM2,5, second measurement";"6001";"20110108";"20120102";"nephelometry and beta attenuation";"unknown";"half hourly mean";"n.a.";"";
"DEBB021";"Particulate air pollutants";"Particulate matter - PM2,5, second measurement";"6001";"20080219";"20110107";"Light Scattering";"unknown";"half hourly mean";"n.a.";"";
"DEBB021";"Pollutants in PM10";"Lead in PM10";"5012";"20010101";"20031231";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Arsenic";"7018";"20031230";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Cadmium";"7014";"20031230";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Nickel";"7015";"20031230";"";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Benzo(a)pyrene";"7029";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Benzo(a)anthracene";"611";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Benzo(b)fluoranthene";"618";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Benzo(j)fluoranthene";"760";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Benzo(k)fluoranthene";"627";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Indeno(1,2,3-cd)pyrene";"656";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB021";"Total deposition according 22. BlmSchV (bulk)";"Dibenzo(a,h)anthracene";"7419";"20070104";"";"Bulk - funnel/absorber combination";"unknown";"annual mean";"n.a.";
"DEBB022";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910101";"19970331";"Conductometry";"unknown";"half hourly mean";"n.a.";
"DEBB023";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910101";"19940329";"Conductometry";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Sulfur dioxide";"1";"19930101";"20070131";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Ozone";"7";"19930101";"20070131";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19930201";"20070131";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19930201";"20070131";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Nitrogen oxides";"9";"19930201";"20070131";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Carbon monoxide";"10";"19930101";"20060102";"IR-Absorption";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Non-methane volatile organic compounds";"32";"19930601";"19971230";"Gas chromatography (GC)";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Gaseous air pollutants";"Methane";"41";"19930601";"19971230";"GC-FID";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Particulate air pollutants";"Total suspended particulate matter";"4";"19930101";"20010221";"Beta ray absorption";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Particulate air pollutants";"Particulate matter - PM10, first measurement";"5";"19930101";"20070131";"Beta ray absorption";"unknown";"half hourly mean";"n.a.";
"DEBB024";"Particulate air pollutants";"Particulate matter - PM10, second measurement";"5";"20050103";"20060102";"Gravimetry";"unknown";"daily mean";"every day";
"DEBB024";"Particulate air pollutants";"Particulate matter - PM2,5, first measurement";"6001";"20050103";"20060102";"Gravimetry";"unknown";"daily mean";"every day";
"DEBB024";"Pollutants in PM10";"Lead in PM10";"5012";"20050103";"20060102";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB024";"Pollutants in PM10";"Cadmium in PM10";"5014";"20050103";"20060102";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB024";"Pollutants in PM10";"Arsenic in PM10";"5018";"20050103";"20060102";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB024";"Pollutants in PM10";"Nickel in PM10";"5015";"20050103";"20060102";"HVS - automatic filter change 30 m³/h";"unknown";"daily mean";"every week";
"DEBB024";"Total deposition according 22. BlmSchV (bulk)";"Arsenic";"7018";"20020104";"20070131";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB024";"Total deposition according 22. BlmSchV (bulk)";"Cadmium";"7014";"20020104";"20070131";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB024";"Total deposition according 22. BlmSchV (bulk)";"Nickel";"7015";"20020104";"20070131";"Bulk 'Bergerhoff'";"unknown";"monthly mean";"every month";
"DEBB026";"Gaseous air pollutants";"Sulfur dioxide";"1";"19910401";"20090506";"UV fluorescence";"unknown";"half hourly mean";"n.a.";
"DEBB026";"Gaseous air pollutants";"Ozone";"7";"19910401";"20090506";"UV absorption";"unknown";"half hourly mean";"n.a.";
"DEBB026";"Gaseous air pollutants";"Nitrogen dioxide first measurement";"8";"19910401";"20090506";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB026";"Gaseous air pollutants";"Nitrogen monoxide";"38";"19910401";"20090506";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
"DEBB026";"Gaseous air pollutants";"Nitrogen oxides";"9";"19910401";"20090506";"Chemiluminescence";"unknown";"half hourly mean";"n.a.";
